Make,Model,Engine_HP,Engine_Size_L,Cylinders,Transmission,Fuel_Type,Driven_Wheels,Number_of_Doors,Vehicle_Size,Vehicle_Style,Fuel_Consumption_Comb_L_100km,MSRP
VOLVO,S80,262.5,3.2,5,AUTOMATIC,X,front wheel drive,4,Midsize,Sedan,10.2,43365.6
VOLVO,S90,262.6,4.4,4.4,AUTOMATIC,Z,all wheel drive,4,Large,Sedan,11.1,41773.8
VOLVO,V40,167.5,2,4,AUTOMATIC,Z,front wheel drive,4,Compact,Wagon,12.4,26336.2
VOLVO,V50,207.3,2,5,AUTOMATIC,Z,front wheel drive,4,Compact,Wagon,11.6,31483.3
VOLVO,V60,272.4,3,4.7,AUTOMATIC,X,all wheel drive,4,Midsize,Wagon,10.7,42403.3
VOLVO,V60 CROSS COUNTRY,246.7,3,4.7,AUTOMATIC,X,all wheel drive,4,Midsize,Wagon,11.4,43125
VOLVO,V70,235,3,6,AUTOMATIC,Z,front wheel drive,4,Midsize,Wagon,13.8,34228.8
VOLVO,V90,181,3,6,AUTOMATIC,X,rear wheel drive,4,Midsize,Wagon,14.7,2200
VOLVO,XC,197,3,5,AUTOMATIC,Z,all wheel drive,4,Midsize,Wagon,13.8,36500
VOLVO,XC60,280.5,3.2,4.9,AUTOMATIC,X,all wheel drive,4,Midsize,4dr SUV,11.2,43620.4
VOLVO,XC70,252.8,3,4.9,AUTOMATIC,X,all wheel drive,4,Midsize,Wagon,11.6,40877.8
VOLVO,XC90,276,4.4,4.2,AUTOMATIC,Z,all wheel drive,4,Large,4dr SUV,11.5,50794.1
